SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
17570,3,2008-01-01,2008-01-13,2008-01-08,5,0,SO17570,PO9831151400,10-4020-000081,29704,279,5,917,917,5,17902,107235Vi92831,,22453.7528,2128.0226,665.0071,25246.7825,,83610F6A-53BB-4AA9-8819-F1C5121B75F8,2008-01-08
8537,3,2007-08-07,2007-08-19,2007-08-14,5,1,SO8537,,10-4030-015821,15821,,4,26841,26841,1,6352,526457Vi32974,,30.97,2.4776,0.7743,34.2219,,7EB5571A-91E7-4AA0-805A-98A9A4BE03E7,2007-08-14
8225,3,2007-08-01,2007-08-13,2007-08-08,5,1,SO8225,,10-4030-015138,15138,,9,22826,22826,1,3594,618608Vi18944,8741,34.99,2.7992,0.8748,38.664,,0787EE0A-97E3-4F65-9EAD-60D52EAA6402,2007-08-08
3734,3,2006-09-01,2006-09-13,2006-09-08,5,0,SO3734,PO11977144876,10-4020-000675,29721,279,5,984,984,5,19078,86157Vi99116,,324.4527,32.0127,10.004,366.4694,,19C5E075-4F35-43BB-8EB6-89213F64BDF2,2006-09-08
22693,3,2008-03-17,2008-03-29,2008-03-24,5,1,SO22693,,10-4030-016094,16094,,4,21016,21016,1,14172,236081Vi73504,,567.27,45.3816,14.1818,626.8334,,07D83F7D-DF20-40F7-96FF-4159EE3D287D,2008-03-24
21683,3,2008-03-01,2008-03-13,2008-03-08,5,1,SO21683,,10-4030-016213,16213,,6,18682,18682,1,16294,422066Vi84243,11086,32.6,2.608,0.815,36.023,,B0FDA71D-46EA-4AAE-80FB-4CF6175A4A84,2008-03-08
27949,3,2008-05-29,2008-06-10,2008-06-05,5,1,SO27949,,10-4030-025705,25705,,9,16967,16967,1,1149,939168Vi5820,12063,574.98,45.9984,14.3745,635.3529,,F0A84C45-C547-4611-95B0-5C75A33E974C,2008-06-05
12440,3,2007-10-14,2007-10-26,2007-10-21,5,1,SO12440,,10-4030-027336,27336,,8,29288,29288,1,,,,36.27,2.9016,0.9068,40.0784,,1C94DCDD-7EA0-47E6-918F-F3B721FA6214,2007-10-21
4881,3,2006-12-13,2006-12-25,2006-12-20,5,1,SO4881,,10-4030-022921,22921,,9,25579,25579,1,8941,433921Vi46090,6200,2181.5625,174.525,54.5391,2410.6266,,F0F8D8F7-8E64-44BA-8150-F7C4A5CCB503,2006-12-20
11981,3,2007-10-06,2007-10-18,2007-10-13,5,1,SO11981,,10-4030-019645,19645,,6,24423,24423,1,54,1225857Vi251,9469,39.98,3.1984,0.9995,44.1779,,E68041FF-CBDD-4139-AEEB-83401C413116,2007-10-13
12416,3,2007-10-14,2007-10-26,2007-10-21,5,1,SO12416,,10-4030-027388,27388,,1,23891,23891,1,14557,221244Vi75487,,83.97,6.7176,2.0993,92.7869,,6EAA717A-9386-437E-9CE7-A87EA9D35000,2007-10-21
26064,3,2008-05-03,2008-05-15,2008-05-10,5,1,SO26064,,10-4030-018215,18215,,9,21491,21491,1,9090,617573Vi46893,11777,141.98,11.3584,3.5495,156.8879,,FA5C8069-898E-4997-B0C4-E42708D44C65,2008-05-10
712,3,2005-10-10,2005-10-22,2005-10-17,5,1,SO712,,10-4030-018193,18193,,9,22156,22156,1,4977,435319Vi26071,1315,3578.27,286.2616,89.4568,3953.9884,,7B20EED7-FDC5-4782-AB90-840BC2300C8F,2005-10-17
23853,3,2008-04-03,2008-04-15,2008-04-10,5,1,SO23853,,10-4030-022985,22985,,1,18715,18715,1,19111,1123279Vi99298,,81.45,6.516,2.0363,90.0023,,0FA69DB4-507C-4632-993B-3DB304D03185,2008-04-10
21976,3,2008-03-06,2008-03-18,2008-03-13,5,1,SO21976,,10-4030-016695,16695,,9,29709,29709,1,,,11139,37.27,2.9816,0.9318,41.1834,,AE1195AD-D047-4C50-A5DD-1575933DDF8B,2008-03-13
20160,3,2008-02-08,2008-02-20,2008-02-15,5,1,SO20160,,10-4030-027867,27867,,9,15672,15672,1,219,843113Vi1129,10842,2443.55,195.484,61.0888,2700.1228,,FC948994-1427-48C4-B820-8AC88CB0EDD9,2008-02-15
14346,3,2007-11-15,2007-11-27,2007-11-22,5,1,SO14346,,10-4030-026856,26856,,7,12526,12526,1,5522,1237946Vi28941,,810.32,64.8256,20.258,895.4036,,4117EF9E-3320-47DC-9B26-0DF5236F8AE8,2007-11-22
29408,3,2008-06-16,2008-06-28,2008-06-23,5,1,SO29408,,10-4030-022303,22303,,7,28283,28283,1,9780,628623Vi50380,,21.49,1.7192,0.5373,23.7465,,6114258E-B20E-47F5-81BA-802930EDDA46,2008-06-23
17271,3,2007-12-28,2008-01-09,2008-01-04,5,1,SO17271,,10-4030-013492,13492,,4,15246,15246,1,5811,337021Vi30320,,2318.96,185.5168,57.974,2562.4508,,B778FA0B-8EDD-4506-9435-0A4E2EBF0B11,2008-01-04
4390,3,2006-11-01,2006-11-13,2006-11-08,5,0,SO4390,PO3480117933,10-4020-000436,29616,277,4,608,608,5,17277,87937Vi89711,,95134.0915,9144.5722,2857.6788,107136.3425,,37A67A00-D1EE-416C-BC78-A18BF8F14CA7,2006-11-08
23815,3,2008-04-02,2008-04-14,2008-04-09,5,1,SO23815,,10-4030-023227,23227,,7,23438,23438,1,17423,142585Vi90565,,597.95,47.836,14.9488,660.7348,,E5DEF935-EA45-46AE-92D6-CA74E6CA2472,2008-04-09
25536,3,2008-04-28,2008-05-10,2008-05-05,5,1,SO25536,,10-4030-015988,15988,,1,13274,13274,1,18167,225638Vi94190,,89.91,7.1928,2.2478,99.3506,,DE595FAB-B0A8-4D45-82F7-C49F44222723,2008-05-05
3345,3,2006-08-01,2006-08-13,2006-08-08,5,0,SO3345,PO638185142,10-4020-000280,29780,289,6,490,490,5,1699,126539Vi8706,4728,18202.7022,1739.6558,543.6424,20486.0004,,B3D4738C-A36D-49A5-9D7D-B935838A0194,2006-08-08
3784,3,2006-09-01,2006-09-13,2006-09-08,5,0,SO3784,PO7395183872,10-4020-000542,29915,280,1,891,891,5,16654,38477Vi86244,,245.25,23.7661,7.4269,276.443,,1E881B2C-8910-4AF3-81EA-D50A7E541DF0,2006-09-08
20561,3,2008-02-15,2008-02-27,2008-02-22,5,1,SO20561,,10-4030-015106,15106,,10,29184,29184,1,,,10924,2473.05,197.844,61.8263,2732.7203,,848E7E8B-4477-4F38-B930-C734B563E97B,2008-02-22
23797,3,2008-04-02,2008-04-14,2008-04-09,5,1,SO23797,,10-4030-014003,14003,,1,23599,23599,1,15612,135488Vi80635,,578.96,46.3168,14.474,639.7508,,F1965F54-721E-4281-AA78-06FE5C1E1B41,2008-04-09
8817,3,2007-08-13,2007-08-25,2007-08-20,5,1,SO8817,,10-4030-018885,18885,,9,13893,13893,1,13719,1217756Vi71098,8873,110.46,8.8368,2.7615,122.0583,,CFA6252B-D952-4AFA-AA10-E5CFD2F9C43F,2007-08-20
26406,3,2008-05-07,2008-05-19,2008-05-14,5,1,SO26406,,10-4030-013145,13145,,2,17945,11383,1,2438,236506Vi12692,,2337.27,186.9816,58.4318,2582.6834,,9DBE81ED-A03E-4215-B74F-B7CCB31AA679,2008-05-14
9939,3,2007-09-01,2007-09-13,2007-09-08,5,0,SO9939,PO1740129834,10-4020-000460,29740,289,6,520,520,5,18813,127723Vi97739,9084,2042.562,196.064,61.27,2299.896,,388464BF-7FBE-4460-885C-08F1CB41D6A5,2007-09-08
15727,3,2007-12-05,2007-12-17,2007-12-12,5,1,SO15727,,10-4030-011775,11775,,4,18614,18614,1,13627,137709Vi70632,,2334.98,186.7984,58.3745,2580.1529,,7AF08B06-5532-46CC-A426-3FD686252FF4,2007-12-12
16395,3,2007-12-15,2007-12-27,2007-12-22,5,1,SO16395,,10-4030-027497,27497,,9,24975,24975,1,6957,517660Vi36190,10237,37.29,2.9832,0.9323,41.2055,,8FA871FF-8DF8-487E-A352-69964DACDBE8,2007-12-22
18529,3,2008-01-16,2008-01-28,2008-01-23,5,1,SO18529,,10-4030-026679,26679,,1,15127,15127,1,17186,922343Vi89181,,29.98,2.3984,0.7495,33.1279,,6A116AB1-3E21-42A4-B328-75DEFD1CDBBC,2008-01-23
26918,3,2008-05-14,2008-05-26,2008-05-21,5,1,SO26918,,10-4030-026436,26436,,9,22829,22829,1,7426,938338Vi38500,11898,1174.48,93.9584,29.362,1297.8004,,0AD5308C-AE87-41AF-8CCE-771CA1691C11,2008-05-21
18270,3,2008-01-12,2008-01-24,2008-01-19,5,1,SO18270,,10-4030-011502,11502,,6,23501,23501,1,11523,520632Vi59477,10547,53.99,4.3192,1.3498,59.659,,9E87993D-1548-4CA1-9EDC-3A0C3262816D,2008-01-19
30499,3,2008-07-01,2008-07-13,2008-07-08,5,1,SO30499,,10-4030-011884,11884,,1,25457,25457,1,16533,120483Vi85627,,34.99,2.7992,0.8748,38.664,,CB8E8DBF-11A0-4B4A-943C-5CA5BCE6E752,2008-07-08
2668,3,2006-06-01,2006-06-13,2006-06-08,5,0,SO2668,PO19401160698,10-4020-000173,29714,282,6,473,473,5,6065,45148Vi31551,4057,29220.8373,2802.7332,875.8541,32899.4246,,10E96A01-59CC-4C80-9256-4531ACCBAF1B,2006-06-08
19702,3,2008-02-01,2008-02-13,2008-02-08,5,1,SO19702,,10-4030-011417,11417,,7,21465,21465,1,6582,242387Vi34223,,548.98,43.9184,13.7245,606.6229,,F92FA2A3-73E1-4DD0-987C-99D1C87EA68C,2008-02-08
14817,3,2007-11-24,2007-12-06,2007-12-01,5,1,SO14817,,10-4030-012195,12195,,4,18073,18073,1,17175,516725Vi89136,,7.95,0.636,0.1988,8.7848,,C35E2875-94B1-487D-8850-DFAF5D999696,2007-12-01
18433,3,2008-01-15,2008-01-27,2008-01-22,5,1,SO18433,,10-4030-017060,17060,,9,19851,19851,1,16059,817297Vi83019,10578,69.97,5.5976,1.7493,77.3169,,D634AA9A-D603-4227-9799-9794B5746B9C,2008-01-22
24137,3,2008-04-07,2008-04-19,2008-04-14,5,1,SO24137,,10-4030-018913,18913,,4,24888,24888,1,18058,1224238Vi93707,,78.98,6.3184,1.9745,87.2729,,DBD123A4-26C9-487A-8900-E6AED8BF96AF,2008-04-14
12599,3,2007-10-17,2007-10-29,2007-10-24,5,1,SO12599,,10-4030-027884,27884,,8,24163,24163,1,12870,537940Vi66568,,756.33,60.5064,18.9083,835.7447,,4F546757-F2E3-4FD6-938F-FC11EA8521AF,2007-10-24
20172,3,2008-02-09,2008-02-21,2008-02-16,5,1,SO20172,,10-4030-017929,17929,,8,11853,11853,1,16591,1119633Vi85914,,1714.97,137.1976,42.8743,1895.0419,,92FE3D6D-418E-4973-878F-5A2BDCEE0757,2008-02-16
84,3,2005-07-12,2005-07-24,2005-07-19,5,1,SO84,,10-4030-013576,13576,,10,20966,20966,1,17254,932138Vi89574,152,3578.27,286.2616,89.4568,3953.9884,,7B65FBC1-E19B-44FF-B5B3-4999C9F300B6,2005-07-19
25246,3,2008-04-24,2008-05-06,2008-05-01,5,1,SO25246,,10-4030-025264,25264,,4,22763,22763,1,4072,822065Vi21441,,80.57,6.4456,2.0143,89.0299,,986B377C-6E62-49D0-BB67-27FA0C92EEDF,2008-05-01
27071,3,2008-05-16,2008-05-28,2008-05-23,5,1,SO27071,,10-4030-018204,18204,,9,29796,29796,1,,,11920,554.97,44.3976,13.8743,613.2419,,692823E3-0295-46EC-B536-60D4856B43BB,2008-05-23
25537,3,2008-04-28,2008-05-10,2008-05-05,5,1,SO25537,,10-4030-021803,21803,,6,21312,21312,1,8108,1225851Vi42007,11724,39.98,3.1984,0.9995,44.1779,,76DD78F6-8ABD-4616-B1A4-756C53BDFB85,2008-05-05
25805,3,2008-05-01,2008-05-13,2008-05-08,5,0,SO25805,PO2465114259,10-4020-000148,29583,275,3,576,576,5,4789,36783Vi25139,,323.994,31.1034,9.7198,364.8172,,F3FC579D-082B-4136-929A-EBC34CF603D9,2008-05-08
22318,3,2008-03-11,2008-03-23,2008-03-18,5,1,SO22318,,10-4030-021489,21489,,6,15891,15891,1,6109,325533Vi31759,11196,7.28,0.5824,0.182,8.0444,,7662B757-6A31-4D4F-A7CC-0EE54B2D12F5,2008-03-18
31380,3,2008-07-29,2008-08-10,2008-08-05,5,1,SO31380,,10-4030-011185,11185,,6,21639,21639,1,5475,421231Vi28705,,79.47,6.3576,1.9868,87.8144,,A4A1DF61-CE6D-4344-8A33-44A9568C15C6,2008-08-05
19779,3,2008-02-03,2008-02-15,2008-02-10,5,1,SO19779,,10-4030-023428,23428,,9,17893,17893,1,12127,517954Vi62697,10787,39.98,3.1984,0.9995,44.1779,,C10C5FD8-C47D-4E6F-B4E2-E7F910690DBE,2008-02-10
26282,3,2008-05-05,2008-05-17,2008-05-12,5,1,SO26282,,10-4030-024712,24712,,10,13529,13529,1,6759,742365Vi35154,11804,1120.49,89.6392,28.0123,1238.1415,,4C9F104C-C379-4327-8391-1B1957E29F20,2008-05-12
20878,3,2008-02-20,2008-03-03,2008-02-27,5,1,SO20878,,10-4030-018745,18745,,9,17428,17428,1,15747,1118852Vi81393,10974,2.29,0.1832,0.0573,2.5305,,C4C339F0-4D65-417C-AC14-C0D0BE71FC59,2008-02-27
29119,3,2008-06-12,2008-06-24,2008-06-19,5,1,SO29119,,10-4030-023114,23114,,6,15827,15827,1,8635,839812Vi44585,12219,2418.05,193.444,60.4513,2671.9453,,BDB10DAC-C570-4FA7-9102-823F3E31D5D3,2008-06-19
17416,3,2007-12-30,2008-01-11,2008-01-06,5,1,SO17416,,10-4030-011813,11813,,1,28241,28241,1,7432,637006Vi38554,,2374.98,189.9984,59.3745,2624.3529,,9BACA335-9D33-4FA1-96A0-845B59A9A61F,2008-01-06
30516,3,2008-07-01,2008-07-13,2008-07-08,5,1,SO30516,,10-4030-015060,15060,,7,11721,11721,1,10348,326660Vi53418,,24.99,1.9992,0.6248,27.614,,45C36EC3-AC47-4641-8536-4C5ACE46ECA2,2008-07-08
30365,3,2008-06-28,2008-07-10,2008-07-05,5,1,SO30365,,10-4030-025489,25489,,10,18431,18431,1,14201,1242318Vi73631,12398,1147.77,91.8216,28.6943,1268.2859,,7C656BDF-1AB7-46DF-801D-59BAF6AEDDA6,2008-07-05
10674,3,2007-09-14,2007-09-26,2007-09-21,5,1,SO10674,,10-4030-011019,11019,,6,14167,14167,1,10087,120838Vi51988,9227,47.97,3.8376,1.1993,53.0069,,D646A94A-9F24-499F-9784-B71B3D438E3D,2007-09-21
17530,3,2008-01-01,2008-01-13,2008-01-08,5,0,SO17530,PO12528143455,10-4020-000331,30116,276,4,1044,1044,5,11416,66119Vi58876,,49123.686,4719.434,1474.8231,55317.9431,,10481BEB-82A1-443C-B655-30E8989C821A,2008-01-08
30133,3,2008-06-26,2008-07-08,2008-07-03,5,1,SO30133,,10-4030-011505,11505,,6,28954,28954,1,10017,816820Vi51581,12373,49.99,3.9992,1.2498,55.239,,230A9861-6881-4665-8F29-425AE9A9756A,2008-07-03
28927,3,2008-06-10,2008-06-22,2008-06-17,5,1,SO28927,,10-4030-023308,23308,,9,22151,22151,1,1718,818066Vi8828,12195,4.99,0.3992,0.1248,5.514,,881B16D1-9FD1-463F-BA02-DFE1C13CACD9,2008-06-17
1670,3,2006-02-01,2006-02-13,2006-02-08,5,0,SO1670,PO5684113284,10-4020-000385,29901,276,4,1053,1053,5,9973,18281Vi51318,,63241.9485,6069.1071,1896.596,71207.6516,,B9E2BA83-B3BF-42BE-B9DB-C71A10274E7D,2006-02-08
18169,3,2008-01-10,2008-01-22,2008-01-17,5,1,SO18169,,10-4030-027834,27834,,7,27766,27766,1,8347,1228803Vi43237,,13.98,1.1184,0.3495,15.4479,,64FFE7D3-5F9B-466F-B302-3D4E22011E5A,2008-01-17
23289,3,2008-03-27,2008-04-08,2008-04-03,5,1,SO23289,,10-4030-017301,17301,,9,14327,14327,1,13956,317110Vi72378,11370,24.99,1.9992,0.6248,27.614,,22BD9C94-8D26-4F87-89C7-6DFFCAFDE2FE,2008-04-03
22971,3,2008-03-21,2008-04-02,2008-03-28,5,1,SO22971,,10-4030-023187,23187,,1,11755,11755,1,19210,741126Vi99827,,574.98,45.9984,14.3745,635.3529,,AF1DB047-4C5A-46CB-82F8-9B208DB0909B,2008-03-28
30302,3,2008-06-28,2008-07-10,2008-07-05,5,1,SO30302,,10-4030-011510,11510,,6,13396,13396,1,7163,121332Vi37185,12395,27.96,2.2368,0.699,30.8958,,4BBCF668-72A1-4388-946F-4E5E34D35C95,2008-07-05
2592,3,2006-05-19,2006-05-31,2006-05-26,5,1,SO2592,,10-4030-014940,14940,,8,17393,17393,1,19198,1235225Vi99767,,3578.27,286.2616,89.4568,3953.9884,,703B645E-7B9B-4F16-891A-663CC06C72B6,2006-05-26
25668,3,2008-04-30,2008-05-12,2008-05-07,5,1,SO25668,,10-4030-028973,28973,,4,23732,23732,1,8045,1121018Vi41716,,24.99,1.9992,0.6248,27.614,,E7D02AE0-7C9A-4511-9EE5-72C210A54B36,2008-05-07
4942,3,2006-12-19,2006-12-31,2006-12-26,5,1,SO4942,,10-4030-018185,18185,,8,11410,11410,1,12157,331304Vi62840,,1000.4375,80.035,25.0109,1105.4834,,1923EDB8-7142-4FEE-8178-07629629A6FA,2006-12-26
25472,3,2008-04-27,2008-05-09,2008-05-04,5,1,SO25472,,10-4030-016892,16892,,4,18341,18341,1,5186,136532Vi27117,,2341.97,187.3576,58.5493,2587.8769,,F582758D-636E-44E3-B390-DA62DA5C1DBA,2008-05-04
28651,3,2008-06-06,2008-06-18,2008-06-13,5,1,SO28651,,10-4030-022483,22483,,7,23491,23491,1,4032,927728Vi21226,,110.46,8.8368,2.7615,122.0583,,EF78938F-7051-42D2-8C29-85C9C63E9483,2008-06-13
22220,3,2008-03-09,2008-03-21,2008-03-16,5,1,SO22220,,10-4030-012676,12676,,9,19210,19210,1,13012,743573Vi67309,11172,2438.06,195.0448,60.9515,2694.0563,,F7CFFD28-B353-4ADF-8B87-C8BFE91A2164,2008-03-16
3748,3,2006-09-01,2006-09-13,2006-09-08,5,0,SO3748,PO435113234,10-4020-000651,29833,279,5,982,982,5,4432,116537Vi23288,,4709.2037,464.6414,145.2004,5319.0455,,D0CB35CA-1990-4A35-BDE2-68C1D7187647,2006-09-08
24439,3,2008-04-12,2008-04-24,2008-04-19,5,1,SO24439,,10-4030-012747,12747,,8,21363,21363,1,16324,519554Vi84391,,2334.97,186.7976,58.3743,2580.1419,,09929996-4E22-402B-8FD3-8399200CF873,2008-04-19
21240,3,2008-02-26,2008-03-09,2008-03-04,5,1,SO21240,,10-4030-021554,21554,,9,25231,25231,1,2280,817671Vi11962,11040,74.98,5.9984,1.8745,82.8529,,0E44EC47-A991-4DEE-8BEC-5091CB6FE893,2008-03-04
6028,3,2007-03-16,2007-03-28,2007-03-23,5,1,SO6028,,10-4030-016051,16051,,7,14225,14225,1,3679,730617Vi19430,,2181.5625,174.525,54.5391,2410.6266,,F68C10E8-9CA8-4764-986D-BF9BB618C2BC,2007-03-23
2298,3,2006-04-22,2006-05-04,2006-04-29,5,1,SO2298,,10-4030-019979,19979,,9,15298,15298,1,6930,534254Vi36073,3615,3578.27,286.2616,89.4568,3953.9884,,3F611459-0904-4FC1-AA5B-EA5F6355A4A2,2006-04-29
4676,3,2006-12-01,2006-12-13,2006-12-08,5,0,SO4676,PO11890173415,10-4020-000472,29743,277,3,612,612,5,3465,36160Vi18251,,2458.9178,236.0561,73.7675,2768.7414,,97E12480-2762-43BB-B798-65DEB3D2CF88,2006-12-08
20541,3,2008-02-15,2008-02-27,2008-02-22,5,1,SO20541,,10-4030-020518,20518,,4,22951,22951,1,17442,523663Vi90672,,49.97,3.9976,1.2493,55.2169,,01736F74-A667-4D7F-97F8-488AE7E5FB29,2008-02-22
25196,3,2008-04-23,2008-05-05,2008-04-30,5,1,SO25196,,10-4030-016934,16934,,10,18077,18077,1,11762,329095Vi60810,11672,59.98,4.7984,1.4995,66.2779,,0657F041-A9C6-4EB4-A171-6405E3D8F280,2008-04-30
19684,3,2008-02-01,2008-02-13,2008-02-08,5,1,SO19684,,10-4030-015388,15388,,4,20860,20860,1,18855,337377Vi97954,,2344.96,187.5968,58.624,2591.1808,,48971C34-29F3-4C04-89C5-627113E58D2B,2008-02-08
27491,3,2008-05-22,2008-06-03,2008-05-29,5,1,SO27491,,10-4030-013130,13130,,9,13494,13494,1,15281,1043233Vi79004,11986,2393.06,191.4448,59.8265,2644.3313,,5E498020-EB5C-47D2-8FEC-604B715111B3,2008-05-29
24083,3,2008-04-06,2008-04-18,2008-04-13,5,1,SO24083,,10-4030-016829,16829,,10,18166,18166,1,14467,1037900Vi75039,11485,2393.06,191.4448,59.8265,2644.3313,,0E2B6F7A-989F-422F-AC54-9A094A0F859B,2008-04-13
20463,3,2008-02-14,2008-02-26,2008-02-21,5,1,SO20463,,10-4030-016622,16622,,9,28777,28777,1,17401,1019076Vi90425,10908,36.59,2.9272,0.9148,40.432,,82CDE087-0D1A-4A68-B906-A8C708E8FFF8,2008-02-21
22773,3,2008-03-18,2008-03-30,2008-03-25,5,1,SO22773,,10-4030-018140,18140,,8,27714,27714,1,14088,442799Vi73084,,2398.05,191.844,59.9513,2649.8453,,E96D73C0-4B52-4A7F-934E-3AE8C52D5B10,2008-03-25
24757,3,2008-04-17,2008-04-29,2008-04-24,5,1,SO24757,,10-4030-013096,13096,,6,15466,15466,1,14256,321439Vi73922,11603,36.27,2.9016,0.9068,40.0784,,4FA365E0-E350-4E89-B035-E8EE82ABB441,2008-04-24
28529,3,2008-06-05,2008-06-17,2008-06-12,5,1,SO28529,,10-4030-011498,11498,,6,19062,19062,1,18027,216882Vi93549,12142,34.99,2.7992,0.8748,38.664,,BC73FABD-C0EC-458F-AD35-C996AF47C60A,2008-06-12
31242,3,2008-07-24,2008-08-05,2008-07-31,5,1,SO31242,,10-4030-015694,15694,,10,12168,12168,1,3226,326784Vi16978,,100.09,8.0072,2.5023,110.5995,,B4CBFAD8-C3AE-4296-AE96-2CECB7E33625,2008-07-31
1937,3,2006-03-03,2006-03-15,2006-03-10,5,1,SO1937,,10-4030-011515,11515,,4,11548,11548,1,10948,432508Vi56467,,3578.27,286.2616,89.4568,3953.9884,,D1637FB3-EB71-44DE-81CE-4DFF8D8D70C3,2006-03-10
7562,3,2007-07-03,2007-07-15,2007-07-10,5,1,SO7562,,10-4030-021575,21575,,4,15655,15655,1,6099,541471Vi31728,,548.98,43.9184,13.7245,606.6229,,1E63A526-219A-4EF2-9563-253B8488AE4B,2007-07-10
24786,3,2008-04-17,2008-04-29,2008-04-24,5,1,SO24786,,10-4030-016144,16144,,1,23251,23251,1,5008,1237210Vi26242,,2376.96,190.1568,59.424,2626.5408,,C6B7D55E-E1CD-4449-BFD0-6AE695939286,2008-04-24
26446,3,2008-05-08,2008-05-20,2008-05-15,5,1,SO26446,,10-4030-011331,11331,,6,21596,21596,1,14162,721327Vi73456,11834,7.28,0.5824,0.182,8.0444,,0756B73A-C1BF-420B-BA52-D58BBC66FDCB,2008-05-15
18065,3,2008-01-08,2008-01-20,2008-01-15,5,1,SO18065,,10-4030-013328,13328,,6,23991,23991,1,12856,740440Vi66500,10503,2398.05,191.844,59.9513,2649.8453,,B0D24858-5118-4752-B591-63B08A8AAF13,2008-01-15
29530,3,2008-06-18,2008-06-30,2008-06-25,5,1,SO29530,,10-4030-024472,24472,,9,14461,14461,1,7239,517877Vi37560,12283,12.94,1.0352,0.3235,14.2987,,D19F4226-CA2F-4159-8BE7-A3647FA770FD,2008-06-25
5059,3,2006-12-30,2007-01-11,2007-01-06,5,1,SO5059,,10-4030-028736,28736,,7,24131,24131,1,15785,932224Vi81595,,2071.4196,165.7136,51.7855,2288.9187,,9DD9DC32-34DD-459E-956C-001ABB8F981B,2007-01-06
7949,3,2007-07-27,2007-08-08,2007-08-03,5,1,SO7949,,10-4030-016799,16799,,4,12158,12158,1,1280,335049Vi6491,,1700.99,136.0792,42.5248,1879.594,,7EC0B496-8B54-47C2-86C3-86C46F6CCBF8,2007-08-03
12733,3,2007-10-20,2007-11-01,2007-10-27,5,1,SO12733,,10-4030-025356,25356,,1,26708,26708,1,11850,1221647Vi61217,,27.28,2.1824,0.682,30.1444,,B5AC1690-6D73-44EE-9C8C-94105BA58EDC,2007-10-27
27659,3,2008-05-25,2008-06-06,2008-06-01,5,1,SO27659,,10-4030-015494,15494,,6,12688,12688,1,14820,530101Vi76767,12021,125.47,10.0376,3.1368,138.6444,,17D6B4EE-7966-4B2C-B6FE-7923B6346DCE,2008-06-01
6432,3,2007-04-20,2007-05-02,2007-04-27,5,1,SO6432,,10-4030-019423,19423,,7,12282,12282,1,2331,631427Vi12159,,782.99,62.6392,19.5748,865.204,,C893FF31-7830-48BD-9DCA-0BEC0064E55C,2007-04-27
16721,3,2007-12-19,2007-12-31,2007-12-26,5,1,SO16721,,10-4030-029062,29062,,9,26978,26978,1,14951,343407Vi77450,10281,742.35,59.388,18.5588,820.2968,,9F8A9FA4-E24D-400A-9170-3C99E7681AFD,2007-12-26
14768,3,2007-11-23,2007-12-05,2007-11-30,5,1,SO14768,,10-4030-028874,28874,,1,16965,16965,1,1064,1021190Vi5301,,4.99,0.3992,0.1248,5.514,,0B6BFBC7-87FC-4A46-88EB-0B0ECF2385F0,2007-11-30
15892,3,2007-12-07,2007-12-19,2007-12-14,5,1,SO15892,,10-4030-023343,23343,,9,19956,19956,1,1113,238174Vi5590,10149,1754.98,140.3984,43.8745,1939.2529,,26D005D3-9BD6-46AD-A140-A14798084934,2007-12-14
27558,3,2008-05-23,2008-06-04,2008-05-30,5,1,SO27558,,10-4030-025303,25303,,8,13053,13053,1,8341,1042846Vi43194,,574.98,45.9984,14.3745,635.3529,,6F1F4122-0D21-4A00-B828-CB9682DEFC77,2008-05-30
15295,3,2007-12-01,2007-12-13,2007-12-08,5,0,SO15295,PO11107122647,10-4020-000156,29577,278,6,471,471,5,319,16310Vi1621,10085,8181.12,776.9216,242.788,9200.8296,,4EA6D5A7-E0A5-4CD3-90F6-34A008A9CCFC,2007-12-08
21616,3,2008-03-01,2008-03-13,2008-03-08,5,0,SO21616,PO3451164725,10-4020-000051,29965,286,9,407,407,5,9277,37300Vi47860,11084,200.052,19.7385,6.1683,225.9588,,ECD5F3F3-5BD4-43BB-9439-F2855B1C12A8,2008-03-08
30068,3,2008-06-25,2008-07-07,2008-07-02,5,1,SO30068,,10-4030-016308,16308,,10,17749,17749,1,4520,119340Vi23649,12365,2369.96,189.5968,59.249,2618.8058,,D6435895-28BE-4A4B-8C79-68B4B9C379A7,2008-07-02
24013,3,2008-04-05,2008-04-17,2008-04-12,5,1,SO24013,,10-4030-020849,20849,,10,16869,16869,1,11218,626688Vi57860,11474,69.97,5.5976,1.7493,77.3169,,21969D4C-EC76-401B-BF47-E5C5DC594329,2008-04-12
27408,3,2008-05-21,2008-06-02,2008-05-28,5,1,SO27408,,10-4030-017364,17364,,4,22944,22944,1,3552,337073Vi18681,,2351.96,188.1568,58.799,2598.9158,,F73BFC78-33FD-4521-9BB4-1DF03F2B3224,2008-05-28
2199,3,2006-04-07,2006-04-19,2006-04-14,5,1,SO2199,,10-4030-011919,11919,,9,11864,11864,1,831,735273Vi4246,3450,3374.99,269.9992,84.3748,3729.364,,41692925-E68A-45CB-9835-8E21DF183A04,2006-04-14
